"filename", "language", "YAML", "JSON", "Markdown", "TypeScript", "HTML", "Gradle", "Java Properties", "JavaScript", "JSON with Comments", "TypeScript JSX", "Batch", "Perl", "CSS", "MS SQL", "Python", "Rust", "XML", "Java", "Shell Script", "Docker", "pip requirements", "comment", "blank", "total"
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\controllers\guild.controller.ts", "TypeScript", 0, 0, 0, 1227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 178, 1447
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\controllers\interaction.controller.ts", "TypeScript", 0, 0, 0, 390, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 61, 487
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\controllers\message.controller.ts", "TypeScript", 0, 0, 0, 510, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 93, 649
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\controllers\moderation.controller.ts", "TypeScript", 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19, 140
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\controllers\quest.controller.ts", "TypeScript", 0, 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17, 128
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\controllers\shop.controller.ts", "TypeScript", 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 20, 129
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\controllers\user.controller.ts", "TypeScript", 0, 0, 0, 571, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 78, 668
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\db\index.ts", "TypeScript", 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 41
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\db\mongo.ts", "TypeScript", 0, 0, 0, 168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17, 188
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\env.ts", "TypeScript", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 22
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\lib\beaconSdk.ts", "TypeScript", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 42
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\lib\configPaths.ts", "TypeScript", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 30
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\lib\promoCodes.ts", "TypeScript", 0, 0, 0, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17, 137
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\media\index.ts", "TypeScript", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\middleware\antiSpam.ts", "TypeScript", 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 15, 81
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\middleware\auth.ts", "TypeScript", 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 74
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\middleware\error.ts", "TypeScript", 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 69
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\middleware\index.ts", "TypeScript", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\middleware\performance.ts", "TypeScript", 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17, 91
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\middleware\permission.ts", "TypeScript", 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 47
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\middleware\rateLimit.ts", "TypeScript", 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 17, 104
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\middleware\requestId.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\middleware\responseWrapper.ts", "TypeScript", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 47
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\middleware\security.ts", "TypeScript", 0, 0, 0, 312, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 47, 383
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\middleware\sovereign.ts", "TypeScript", 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 35
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\middleware\validation.ts", "TypeScript", 0, 0, 0, 165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 23, 191
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\routes\activity.routes.ts", "TypeScript", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 42
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\routes\upload.routes.ts", "TypeScript", 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 54
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\scripts\test-fb-init.ts", "TypeScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\services\activity.service.ts", "TypeScript", 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 58
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\services\ai\moderation.pl", "Perl", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 414, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 476
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\services\apps.ts", "TypeScript", 0, 0, 0, 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 24, 206
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\services\auditLog.ts", "TypeScript", 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 34
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\services\auth.ts", "TypeScript", 0, 0, 0, 343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 67, 418
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\services\automod.ts", "TypeScript", 0, 0, 0, 220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 35, 260
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\services\bot.service.ts", "TypeScript", 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 46
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\services\cache.ts", "TypeScript", 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 19, 133
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\services\e2ee.ts", "TypeScript", 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 50
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\services\gateway.ts", "TypeScript", 0, 0, 0, 371, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 75, 461
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\services\gatewayPublisher.ts", "TypeScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\services\gracefulShutdown.ts", "TypeScript", 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 20, 137
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\services\healthMonitor.ts", "TypeScript", 0, 0, 0, 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 27, 192
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\services\imageModeration.ts", "TypeScript", 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 15, 116
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\services\index.ts", "TypeScript", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 5
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\services\logger.ts", "TypeScript", 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 44
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\services\membership.ts", "TypeScript", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 30
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\services\messagePurge.ts", "TypeScript", 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 62
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\services\moderation.ts", "TypeScript", 0, 0, 0, 447, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 68, 535
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\services\music.service.ts", "TypeScript", 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 73
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\services\notification.ts", "TypeScript", 0, 0, 0, 309, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 32, 348
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\services\permissions.ts", "TypeScript", 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14, 65
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\services\priorityQueue.ts", "TypeScript", 0, 0, 0, 156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 29, 193
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\services\quest.ts", "TypeScript", 0, 0, 0, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 26, 167
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\services\redis.ts", "TypeScript", 0, 0, 0, 504, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 103, 617
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\services\scheduledMessages.ts", "TypeScript", 0, 0, 0, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 25, 174
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\services\serverBackup.ts", "TypeScript", 0, 0, 0, 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 23, 198
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\services\sovereignty.ts", "TypeScript", 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 60
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\services\storage.ts", "TypeScript", 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16, 95
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\services\systemAudit.ts", "TypeScript", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 7, 81
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\services\systemBot.ts", "TypeScript", 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 107
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\services\translation.ts", "TypeScript", 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 60
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\services\twoFactor.ts", "TypeScript", 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 61
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\services\upload.ts", "TypeScript", 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20, 193
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\services\videoModeration.ts", "TypeScript", 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 53
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\services\voice.ts", "TypeScript", 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12, 72
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\services\webrtc.ts", "TypeScript", 0, 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 30, 185
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\test-smtp.ts", "TypeScript", 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 50
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\types\express.d.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\utils\autoTune.ts", "TypeScript", 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 17, 149
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\utils\errors.ts", "TypeScript", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 36
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\utils\id.ts", "TypeScript", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 23
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\utils\permissions.ts", "TypeScript", 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 53
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\utils\responses.ts", "TypeScript", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 35
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\utils\sanitize.ts", "TypeScript", 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 21, 128
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\utils\serializeBigInt.ts", "TypeScript", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 26
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\src\workers\index.ts", "TypeScript", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 5
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\test_dotenv.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 38
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\test_pem.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 30
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\server\wipe_buckets.ts", "TypeScript", 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 60
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\web\README.md", "Markdown", 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 123
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\web\index.html", "HTML", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\web\package.json", "JSON", 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 71
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\web\postcss.config.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\web\public\version.html", "HTML", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\web\src\App.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 398, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 39, 458
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\web\src\api\bots.ts", "TypeScript", 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 76
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\web\src\components\ErrorBoundary.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 27, 236
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\web\src\components\admin\AuditLogViewer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15, 193
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\web\src\components\admin\AutoModPanel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 246, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21, 272
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\web\src\components\admin\PermissionMatrix.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 18, 171
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\web\src\components\admin\ServerInsights.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 160
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\web\src\components\animations\CelebrationAnimation.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 150
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\web\src\components\animations\CrateAnimation.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15, 230
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\web\src\components\chat\ChatArea.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 811, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 78, 906
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\web\src\components\dev\BotConsole.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 474, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 27, 503
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\web\src\components\dev\ComponentShowcase.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 151
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\web\src\components\embeds\EmbedRenderer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 119
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\web\src\components\features\ActivityPanel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 10, 110
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\web\src\components\features\AddFriendModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 84
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\web\src\components\features\AssetManager.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17, 155
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\web\src\components\features\BeacoinRewards.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 116
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\web\src\components\features\BeacoinWallet.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14, 232
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\web\src\components\features\CallInterface.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 342, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 38, 386
"c:\Users\mysti.KIM-JONG-UN.000\Desktop\Beacon\apps\web\src\components\features\CreateDMModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 114
